Year,Agency Name,Name of Donor (Individual or Firm),Type of Donation,Value of Donation
2020,Health and Hospitals Corporation,"PepsiCo Foodserivce, Markeing Tools Specialist,
Pepsi Rewards+ /Beverage Agreement/ RIR",In-Kind,"$6,962.00"
2020,Health and Hospitals Corporation,Dianond Braces,In-Kind,"$7,000.00"
2020,Health and Hospitals Corporation,Milagros Flowers,In-Kind,"$7,000.00"
2020,Health and Hospitals Corporation,Mara Viggiano,In-Kind,"$7,400.00"
2020,Health and Hospitals Corporation,Lori Davis West,In-Kind,"$7,480.00"
2020,Health and Hospitals Corporation,Gayle King,In-Kind,"$7,700.00"
2020,Health and Hospitals Corporation,Greater Harlem Chamber of Commerce,In-Kind,"$8,000.00"
2020,Health and Hospitals Corporation,Josie Maran,In-Kind,"$8,000.00"
2020,Health and Hospitals Corporation,EZcater,In-Kind,"$8,505.00"
2020,Health and Hospitals Corporation,Friends of Harlem Hosptial Center,In-Kind,"$8,800.00"
2020,Health and Hospitals Corporation,Served Natural,In-Kind,"$9,000.00"
2020,Health and Hospitals Corporation,Verrazzano Fellowship,In-Kind,"$9,050.00"
2020,Health and Hospitals Corporation,In My Scurbs,In-Kind,"$9,600.00"
2020,Health and Hospitals Corporation,Knights of Pythias,In-Kind,"$11,587.00"
2020,Health and Hospitals Corporation,J-Mart Supermarket,In-Kind,"$12,500.00"
2020,Health and Hospitals Corporation,Next Jump,In-Kind,"$13,279.00"
2020,Health and Hospitals Corporation,NYU School of Medicine,In-Kind,"$13,365.00"
2020,Health and Hospitals Corporation,Jacquet North America Corp (Belgian Waffles),In-Kind,"$14,000.00"
2020,Health and Hospitals Corporation,Dylan Ashbrook (50 iPads),In-Kind,"$14,407.50"
2020,Health and Hospitals Corporation,Zuru Toys,In-Kind,"$15,000.00"
2020,Health and Hospitals Corporation,GoGo Squeez,In-Kind,"$15,360.00"
2020,Health and Hospitals Corporation,CBS News,In-Kind,"$15,800.00"
2020,Health and Hospitals Corporation,Gordon Industries Ltd.,In-Kind,"$15,962.00"
2020,Health and Hospitals Corporation,Unknown,In-Kind,"$18,320.00"
2020,Health and Hospitals Corporation,Sharebite,In-Kind,"$18,534.89"
2020,Health and Hospitals Corporation,ecoATM (100 iPads),In-Kind,"$19,962.00"
2020,Health and Hospitals Corporation,GrubHub/Fusion Medical (Food Coupon Code),In-Kind,"$20,000.00"
2020,Health and Hospitals Corporation,Pro ACT Produce,In-Kind,"$20,000.00"
2020,Health and Hospitals Corporation,Proact USA,In-Kind,"$20,000.00"
2020,Health and Hospitals Corporation,The Loyola School,In-Kind,"$20,000.00"
2020,Health and Hospitals Corporation,James Meltzer,In-Kind,"$21,240.00"
2020,Health and Hospitals Corporation,LAC-UCS Critical Care Prepardness Task Force,In-Kind,"$23,300.00"
2020,Health and Hospitals Corporation,Frontline Feeds,In-Kind,"$23,700.00"
2020,Health and Hospitals Corporation,Candidate for City Council,In-Kind,"$25,000.00"
2020,Health and Hospitals Corporation,FieldTrip NYC,In-Kind,"$25,635.00"
2020,Health and Hospitals Corporation,TIKTOK,In-Kind,"$28,750.00"
2020,Health and Hospitals Corporation,Fusion Medical/GruHub food,In-Kind,"$30,000.00"
2020,Health and Hospitals Corporation,Myco Medical Supplies,In-Kind,"$31,070.00"
2020,Health and Hospitals Corporation,Frito Lay,In-Kind,"$32,000.00"
2020,Health and Hospitals Corporation,Nugo Nutrition,In-Kind,"$38,581.92"
2020,Health and Hospitals Corporation,Sweetgreen,In-Kind,"$51,000.00"
2020,Health and Hospitals Corporation,Marc Fisher Footwear/ Easy Spirit,In-Kind,"$66,000.00"
2020,Health and Hospitals Corporation,Butterfield Catering,In-Kind,"$69,685.00"
2020,Health and Hospitals Corporation,Girl Scouts of Greater New York City,In-Kind,"$74,400.00"
2020,Health and Hospitals Corporation,Elizabeth Arden,In-Kind,"$99,000.00"
2020,Health and Hospitals Corporation,Metroplus,In-Kind,"$100,000.00"
2020,Health and Hospitals Corporation,Manhattan Borough President,In-Kind,"$115,000.00"
2020,Health and Hospitals Corporation,WB Mason Keurig bundle (11 sites),In-Kind,"$125,000.00"
2020,Health and Hospitals Corporation,Michael Klein -  Project Isaiah,In-Kind,"$140,000.00"
2020,Health and Hospitals Corporation,Electrolit (City Hall),In-Kind,"$190,080.00"
2020,Health and Hospitals Corporation,Red Cross/Aramark,In-Kind,"$199,104.00"
2020,Health and Hospitals Corporation,MFTA,In-Kind,"$200,000.00"
2020,Health and Hospitals Corporation,BNY Mellon (iPads),In-Kind,"$310,000.00"
2020,Health and Hospitals Corporation,Aramark,In-Kind,"$376,032.00"
2020,Health and Hospitals Corporation,Founders Give/Market,In-Kind,"$444,476.00"
2020,Health and Hospitals Corporation,Uber Eats (City Hall),In-Kind,"$457,865.00"
2020,Health and Hospitals Corporation,"Cellex, INC Anitbody Test Kit",In-Kind,"$1,100,000.00"
2020,Health and Hospitals Corporation,"Clinique Laboratories, LLC",In-Kind,"$1,538,757.65"
2020,Health and Hospitals Corporation,Girl Scouts of America,In-Kind,"$2,306,336.00"
2020,Health and Hospitals Corporation,JetBlue 5000 at $500,In-Kind,"$2,500,000.00"
2020,Health and Hospitals Corporation,World Center Kitchen/Bloomberg Foundation,In-Kind,"$6,000,000.00"
2020,Health and Hospitals Corporation,Rayma Sampath,Stock Donation,"$10,300.00"
2020,Health and Hospitals Corporation,Nelson Schwartz,Stock Donation,"$24,589.00"
2020,Health and Hospitals Corporation,Unknown,Stock Donation,"$42,378.00"
2020,Health and Mental Hygiene (Department of),USDA,In-Kind,No Value assigned for Mammal Trap-Vaccinate-Release Program (TVR) – Bait Donation
2020,Health and Mental Hygiene (Department of),Baby2Baby,In-Kind,No Value assigned for 2 pallets of diapers and wipes.
2020,Homeless Services (Department of),UNIQLO,In-Kind,"$16,584.00"
2020,Homeless Services (Department of),UNIQLO,In-Kind,"$34,296.00"
2020,Homeless Services (Department of),TARGET,In-Kind,"$8,353.00"
2020,Homeless Services (Department of),Blue Bloods,In-Kind,"$6,500.00"
2020,Homeless Services (Department of),Metropolitan Museum Met Store,In-Kind,"$83,649.01"
2020,Homeless Services (Department of),Book Fairies and Gateway,In-Kind,"$11,000.00"
2020,Homeless Services (Department of),Fred Hayes Foundation,Money,"$9,350.00"
2020,Homeless Services (Department of),Volunteers of America,In-Kind,"$418,150.00"
2020,Homeless Services (Department of),Materials for the Arts,In-Kind,"$10,000.00"
2020,Homeless Services (Department of),Jet Blue,In-Kind,"$26,600.00"
2020,Homeless Services (Department of),"Chan Meditation Center, Qns,
NY/Foundation:  Dharma Drum Mountain
Buddhist Association (DDMBA)",In-Kind,"$45,000.00"
2020,Homeless Services (Department of),"Dharma Drum Mountain Social Welfare
and Charity Foundation",In-Kind,"$42,540.50"
2020,Homeless Services (Department of),Helmsley Charitable Trust,In-Kind,"$34,200.00"
2020,Homeless Services (Department of),Steelecanvas.com,In-Kind,"$5,000.00"
2020,Homeless Services (Department of),Para Docs,In-Kind,"$200,250.00"
2020,Homeless Services (Department of),Bombas,In-Kind,"$62,500.00"
2020,Homeless Services (Department of),AIG,In-Kind,"$10,200.00"
2020,Homeless Services (Department of),Kamedis,In-Kind,"$28,160.00"
2020,Homeless Services (Department of),Perrigo,In-Kind,"$32,736.00"
2020,Housing Authority,DCAS- Hand Sanitizer 16 oz,In-Kind,"$75,492.00"
2020,Housing Authority,DCAS- Respirator/KN95,In-Kind,"$157,500.00"
2020,Housing Authority,DCAS- Hand Sanitizer 8 oz,In-Kind,"$2,256,834.72"
2020,Housing Authority,DCAS- Gloves,In-Kind,"$25,200.00"
2020,Housing Authority,DCAS- Masks,In-Kind,"$16,965.00"
2020,Housing Authority,DCAS- Face Shields,In-Kind,"$175,000.00"
2020,Housing Authority,YMF Carpets- Cloth Masks,In-Kind,"$41,300.00"
2020,Housing Authority,Assure Global LLC- Respirator/KN95,In-Kind,"$56,250.00"
2020,Housing Authority,Assure Global LLC- 3 Ply Masks,In-Kind,"$13,500.00"
2020,Housing Authority,National Book Foundation,"5,583 books were given to Grand Street Settlement locations in Brooklyn","Approximately $55,830"
2020,Housing Authority,College & Community Fellowship (CCF),Money,"$5,000.00"
2020,Housing Authority,Avondale Home Care,Food,$300.00
2020,Housing Preservation and Development (Department of),New York State Association for Affordable Housing,In-Kind,"$9,650.00"
2020,HRA/DHS,Trinity Church Wall Street,In-Kind,"$8,353.00"
2020,Human Resources Administration,Levis Strauss & Co,In-Kind,"$47,250.00"
2020,Human Resources Administration,Edgewell Personal Care,In-Kind,"$16,500.00"
2020,Human Resources Administration,The Walt Disney Company,In-Kind,*two pallets of 41 boxes of books
2020,Human Resources Administration,Trinity Church Wall Street,In-Kind,"$44,329.74"
2020,Human Rights Commission,No donations to report,,
2020,Independent Budget Office,No donations to report,,
2020,Information Technology and Telecommunications (Department of),SendGrid,In-Kind,"$12,000.00"
2020,Information Technology and Telecommunications (Department of),Voya Financial,In-Kind,
2020,Investigation (Department of),No donations to report,,
2020,Labor Relations (Office of),No donations to report,,
2020,Landmarks Preservation Commission,Durst Organization and DOLP 114 Properties II LLC,In-kind,"The value of the gift is $4,931 per month for ten years starting on December 26, 2013."
2020,Law Department,Arnold & Porter LLP,Legal Services,"$166,059.50"
2020,Law Department,BakerHostetler,Legal Services,"$79,827.50"
2020,Law Department,Cleary Gottlieb Steen & Hamilton LLP,Legal Services,"$269,500.00"
2020,Law Department,"Curtis, Mallet-Prevost, Colt & Mosle LLP",Legal Services,"$12,626.25"
2020,Law Department,Debevoise & Plimpton LLP,Legal Services,"$302,372.00"
2020,Law Department,Hughes Hubbard & Reed LLP,Legal Services,"$81,349.50"
2020,Law Department,Kramer Levin Naftalis & Frankel LLP,Legal Services,"$237,030.00"
2020,Law Department,MoloLampken LLC,Legal Services,"$31,427.50"
2020,Law Department,Norton Rose Fulbright US LLP,Legal Services,"$38,200.00"
2020,Law Department,O’Melveny & Myers LLP,Legal Services,"$38,000.00"
2020,Law Department,Patterson Belknap Webb & Tyler LLP,Legal Services,"$184,864.33"
2020,Law Department,Proskauer,Legal Services,"$111,476.25"
2020,Law Department,Seyfarth Shaw LLP,Legal Services,"$48,121.50"
2020,Law Department,"Weil, Gotshal & Manges LLP",Legal Services,"$126,990.00"
2020,Law Department,"Samantha Peltz (volunteer law school graduate, funded by Yale Law School)",Legal Services,"$36,789.50"
2020,Management and Budget (Office of),No donations to report,,
2020,Mayor's Office,Cuebiq,In-kind (data),"$120,000.00"
2020,Mayor's Office,Kinsa,In-kind (data),"$2,045,120.00"
2020,Mayor's Office,Mastercard,In-kind (data),"$26,250.00"
2020,Mayor's Office,Urban Systems Lab,In-kind (data),"$20,000.00"
2020,Mayor's Office of Contract Services,No donations to report,,
2020,New York City Cyber Command,McCafee,In-Kind,
2020,Parks and Recreation (Department of),1st Ave Machine USA,Money,"$5,000.00"
2020,Parks and Recreation (Department of),American Battle Monuments Commission,Money,"$12,000.00"
2020,Parks and Recreation (Department of),Anthem Inc,Money,"$50,000.00"
2020,Parks and Recreation (Department of),Bike Rent NYC,In-Kind,"$7,125.00"
2020,Parks and Recreation (Department of),Biobags USA,In-Kind,"$5,564.68"
2020,Parks and Recreation (Department of),Bronx River Alliance,Money,"$51,890.16"
2020,Parks and Recreation (Department of),Cabot Creamery,Money and In-Kind Services,"$15,585.00"
2020,Parks and Recreation (Department of),Central Park Conservancy,Money,"$90,064.00"
2020,Parks and Recreation (Department of),City Parks Foundation,Money,"$619,339.28"
2020,Parks and Recreation (Department of),Clif,In-Kind,"$14,590.00"
2020,Parks and Recreation (Department of),Disney,Money,"$30,000.00"
2020,Parks and Recreation (Department of),Ellen & Paul Watchel,Money,"$5,000.00"
2020,Parks and Recreation (Department of),Eye Productions,Money,"$12,500.00"
2020,Parks and Recreation (Department of),Finger Guns,Money,"$13,000.00"
2020,Parks and Recreation (Department of),Flanders aka ING Brussels,Money,"$20,000.00"
2020,Parks and Recreation (Department of),Friends of the High Line,Money,"$239,742.16"
2020,Parks and Recreation (Department of),Friends of Morningside Park,Money,"$11,443.58"
2020,Parks and Recreation (Department of),Friends of Roosevelt Park,Money,"$44,000.00"
2020,Parks and Recreation (Department of),Fund for Public Health of NY,Money,"$23,417.16"
2020,Parks and Recreation (Department of),Garden of Dreams/MSG,In-Kind,"$1,300,000.00"
2020,Parks and Recreation (Department of),Greenacre Foundation,Money,"$20,000.00"
2020,Parks and Recreation (Department of),Hubert's Lemonade,In-Kind,"$4,980.00"
2020,Parks and Recreation (Department of),Jonah Alben,In-Kind,"$98,306.00"
2020,Parks and Recreation (Department of),"Joy of Giving Something, Inc.",In-Kind,"$19,126.04"
2020,Parks and Recreation (Department of),Hudson Yards/Hell's Kitchen Alliance,Money,"$209,877.73"
2020,Parks and Recreation (Department of),Liberty Coca Cola,In-Kind,"$22,500.00"
2020,Parks and Recreation (Department of),Lifeway,Money,"$10,500.00"
2020,Parks and Recreation (Department of),Madison Square Park Conservancy,Money,"$338,963.49"
2020,Parks and Recreation (Department of),Main Gate Productions,Money,"$15,000.00"
2020,Parks and Recreation (Department of),National Recreation & Park Association,Money,"$102,500.00"
2020,Parks and Recreation (Department of),NBPA,In-Kind,"$25,500.00"
2020,Parks and Recreation (Department of),Netflix,Money,"$15,000.00"
2020,Parks and Recreation (Department of),"New York City Council Member Alan Maisel
Discretionary Fund",Money,"$5,000.00"
2020,Parks and Recreation (Department of),Nike,In-Kind,"$228,000.00"
2020,Parks and Recreation (Department of),New York Shakespeare Festival c/o Public Theater,Money,"$5,266.00"
2020,Parks and Recreation (Department of),New York University (NYU),Money,"$390,757.00"
2020,Parks and Recreation (Department of),NIKE for USATF,Money,"$25,000.00"
2020,Parks and Recreation (Department of),PistenBully USA,Money,"$5,000.00"
2020,Parks and Recreation (Department of),PitCCH In Foundation,In-Kind,"$300,000.00"
2020,Parks and Recreation (Department of),Project Evergreen,In-Kind,"$10,000.00"
2020,Parks and Recreation (Department of),Proximity Productions,Money,"$11,500.00"
2020,Parks and Recreation (Department of),Riverside Park Conservancy,Money,"$7,500.00"
2020,Parks and Recreation (Department of),Ski Areas of NY,Money,"$12,000.00"
2020,Parks and Recreation (Department of),Super Coffee,In-Kind,"$5,976.00"
2020,Parks and Recreation (Department of),The Art Students League of New York,In-Kind,"$15,695.00"
2020,Parks and Recreation (Department of),Uniqlo,In-Kind,"$18,000.00"
2020,Parks and Recreation (Department of),Universal Television,Money,"$68,500.00"
2020,Parks and Recreation (Department of),USTA,Money,"$833,333.26"
2020,Parks and Recreation (Department of),Urban Zen (RZO),Money,"$5,000.00"
2020,Parks and Recreation (Department of),Vertical Hold Productions,Money,"$6,000.00"
2020,Parks and Recreation (Department of),Washington Square Park Conservancy,Money,"$328,265.48"
2020,Police Department,Ansell Gulf Stream,In-Kind,"$13,050.00"
2020,Police Department,Beijing PD/ Jiawei Zhao,In-Kind,"$22,000.00"
2020,Police Department,BlackRock,In-Kind,"$11,000.00"
2020,Police Department,CDC/SC Johnson,In-Kind,"$9,519.00"
2020,Police Department,Centurion Foundation,Money and In-Kind,"$8,611.00"
2020,Police Department,Estee Lauder,In-Kind,"$5,340.00"
2020,Police Department,Lowes,In-Kind,"$12,500.00"
2020,Police Department,New York City Police Foundation,Money and In-Kind,"$6,345,073.17"
2020,Police Department,Op Blue Bloods,In-Kind,"$96,800.00"
2020,Police Department,Pernod Ricard,In-Kind,"$414,091.28"
2020,Police Department,Police Relief Fund,Money and In-Kind,"$56,494.43"
2020,Police Department,Power Pack Kevin Doling,In-Kind,"$6,300.00"
2020,Police Department,Troy Design and Manufacturing Co.,In-Kind,"$12,555.00"
2020,Police Department,World Health Organization,In-Kind,"$65,311.80"
2020,Police Department,Anonymous Donors,In-Kind,"$225,425.14"
2020,Police Pension Fund,No donations to report,,
2020,Probation (Department of),Trinity Church Wall Street Foundation,money,"$400,000.00"
2020,Probation (Department of),The Pinkerton Foundation,money,"$600,000.00"
2020,Probation (Department of),Food Bank of NYC,money,"$16,000.00"
2020,Probation (Department of),Met Council,money,"$40,000.00"
2020,Records (Department of),No donations to report,,
2020,Rent Guidelines Board,No donations to report,,
2020,Sanitation (Department of),No donations to report,,
2020,School Construction Authority,No donations to report,,
2020,Small Business Services (Department of),The Goldman Sachs Foundation,Money,"$925,961.00"
2020,Small Business Services (Department of),PVH Foundation,Money,"$100,000.00"
2020,Small Business Services (Department of),Housing Trust Fund,Money,"$29,250.00"
2021,Education (Department of),Teaching Matters,Money,"$972,760.00"
2020,"Special Commissioner of Investigation, NYC School District",No donations to report,,
2020,Taxi and Limousine Commission,No donations to report,,
2020,Teachers' Retirement System,No donations to report,,
2020,Transportation (Department of),No donations to report,,
2020,Veteran's Services (Department of),Boomer Naturals,In-Kind,"$193,725.00"
2020,Veteran's Services (Department of),Home Depot,in-Kind,"$10,000.00"
2020,Veteran's Services (Department of),Richmond County Savings Foundation,Money,"$5,000.00"
2020,Veteran's Services (Department of),PenFed Foundation,Money,"$5,000.00"
